user,message
Manisha Jaishwal Mnc,"Isliye bol rhi
"
Souvik IIT Patna MnC,"Project specific thaa... Projects pura explain karne bole usse question kiye, LLM , Transformer se pucha.. Probability, Expectation ye sab pucha
"
Souvik IIT Patna MnC,"Haaa projects ke in depth ja Raha thaa...
"
Manisha Jaishwal Mnc,"Acha
"
Rishav Ranaut(MnC) Roommate,"or tum bina projects ke shortlist ke lie rorhi thi
"
Rishav Ranaut(MnC) Roommate,"noob
"
Manisha Jaishwal Mnc,"Phir aa gye bkwas krne ... Reality pta nhi toh bkwas na kro I know ki projects matter krte h but sach yhi ki MnC face kr rha h problem dubara same topic mt shuru kro
"
Rishav Ranaut(MnC) Roommate,"noob
"
Asutosh MnC,"https://youtu.be/8nMtT8-L8ks?si=_HKKh5HMSooOSAOI
"
Lucky MnC,"<Media omitted>
"
Suraj Kumar,"Attendance laga do Moodle m
"
Sovan MnC,"<Media omitted>
"
Sovan MnC,"https://linktr.ee/jobs_and_internships_updates
"
-- Raja,"@918839279483 tune last month.. stipend form jama kia tha sabka?
"
Mintu MnC,"This message was deleted
"
Mintu MnC,"Jis Jis ka register me sign ho raha h vo 19 se pehele present rehena
"
Ashish Mnc,"@918917060666 @919330464303
"
"Sujit MNC Das(Patna, Howrah)","Mai kal rat mai nikal rahaa hu
"
Abhishek MnC,"15 ko
"
Abhishek MnC,"Koi sign mt karna mera register me <This message was edited>
"
Ashish Mnc,"<Media omitted>
"
Ashish Mnc,"<Media omitted>
"
-- Raja,"<Media omitted>
"
Manisha Jaishwal Mnc,"Toh ??
"
Manisha Jaishwal Mnc,"Ooh sry change kr liya
"
Manisha Jaishwal Mnc,"Unacademy to PW
"
Manisha Jaishwal Mnc,"Engineers kisi k sage nhi hote 🤣🤣
"
Lucky MnC,"haan😴
"
Souvik IIT Patna MnC,"Aj 2nd round interview hai mera predii ka
"
Souvik IIT Patna MnC,"6-7pm
"
Rishav Ranaut(MnC) Roommate,"all the best
"
Ankit Anand(MnC) Ranchi..Dost,"❤️❤️❤️
"
Ankit Anand(MnC) Ranchi..Dost,"All the best bhai  💞💞💞
"
Mintu MnC,"https://forms.gle/8A1fzyzG1H8WBekz6
"
Manisha Jaishwal Mnc,"Seminar wala form fill kr dena sbhi <This message was edited>
"
Manisha Jaishwal Mnc,"All the best
"
Lucky MnC,"kaash mai bhi communication branch mein hota.. 
phir jaise maalik maalkin saath class jaate.. 
waise mai bhi uske saath class jaata😌
"
Intaz Mnc,"<Media omitted>
"
Ankit Anand(MnC) Ranchi..Dost,"Kyu Yaad dila rahe h biryani ka
"
Ankit Anand(MnC) Ranchi..Dost,"😢😢😢
"
Ankit Anand(MnC) Ranchi..Dost,"Ek to stipend nai Aa raha h
"
Intaz Mnc,"+1
"
Souvik IIT Patna MnC,"Ho gaya interview
"
Abhishek MnC,"15 ko aa rhe h ...chla jayega lazeez
"
Abhishek MnC,"Aa jaayega stipend v us time tk
"
Suraj Kumar,"Karega bakchodi
"
Lucky MnC,"chill... wo train ticket ka paisa bacha k lazeez jaane ki baat kr rha😌 <This message was edited>
"
Sovan MnC,"Kaisa hua
"
Souvik IIT Patna MnC,"Interviewer bola *I'm satisfied*
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
-- Raja,"🔥🔥🔥
"
Lucky MnC,"u r quite experienced in this stuff😌
"
Ashish Mnc,"Experience always works for you
"
Souvik IIT Patna MnC,"Vai interviewer ladki hoti toh alag baat thaa
"
Manisha Jaishwal Mnc,"Shreya tk pahuch jayega ye
"
Rishav Ranaut(MnC) Roommate,"paper kab bhejogi
"
Manisha Jaishwal Mnc,"selfish
"
Rishav Ranaut(MnC) Roommate,"more selfish
"
Manisha Jaishwal Mnc,"yup
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Sovan MnC,"I can hear something in background...
"
Souvik IIT Patna MnC,"Areeee 🤣🤣🥲🥲
"
Manisha Jaishwal Mnc,"@919816668240 4th pdf h n??
"
Rishav Ranaut(MnC) Roommate,"hindi bolo
"
Manisha Jaishwal Mnc,"Algo ki
"
Ashish Mnc,"6th likha hua hai uspe
"
Manisha Jaishwal Mnc,"Beh
"
Ashish Mnc,"kya beh
"
Ashish Mnc,"sahi bol rha hu
"
Manisha Jaishwal Mnc,"Likhne se kya hota
"
Manisha Jaishwal Mnc,"4th pdf ye h
"
Manisha Jaishwal Mnc,"5th chl rha
"
Ashish Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"7th start hua h aj
"
Manisha Jaishwal Mnc,"Ooh 😮
"
Rishav Ranaut(MnC) Roommate,"konsi duniya me hai
"
Manisha Jaishwal Mnc,"Shi me yrr
"
Manisha Jaishwal Mnc,"Selfish
"
Rishav Ranaut(MnC) Roommate,"ese ayega 9
"
Ashish Mnc,"Selfish Duniya
"
Manisha Jaishwal Mnc,"Ruko n utna bolungi tb aayega kch
"
Manisha Jaishwal Mnc,"How to become more selfish
"
Rishav Ranaut(MnC) Roommate,"hein
"
Manisha Jaishwal Mnc,"Get lost
"
Ashish Mnc,"Ask to GB
"
Manisha Jaishwal Mnc,"B stands for ???
"
Rishav Ranaut(MnC) Roommate,"bansal
"
Manisha Jaishwal Mnc,"Got it
"
Ashish Mnc,"itna open nhi hona tha
"
Manisha Jaishwal Mnc,"Kch aur soch rhi thi mai
"
Ashish Mnc,"gndi soch hogya hai teri bhi
"
Rishav Ranaut(MnC) Roommate,"woi
"
Manisha Jaishwal Mnc,"🤣selfish soch h meri
"
Manisha Jaishwal Mnc,"Raja k dimag me pka ye chl rha hoga aur aaj nikl hi gya
"
Ashish Mnc,"ha obvious hai vo to
"
Manisha Jaishwal Mnc,"Ha
"
Ashish Mnc,"aisa kya krdi lekin tum😂
"
Abhishek MnC,"Kaha nikal gya?
"
Manisha Jaishwal Mnc,"Pta nhi yrr
"
Abhishek MnC,"Group me to h hi
"
Ashish Mnc,"Dinner krliya @919816668240 ?
"
Rishav Ranaut(MnC) Roommate,"nhi roome me hu
"
Rishav Ranaut(MnC) Roommate,"chalrha kya
"
Ashish Mnc,"Chal
"
Ashish Mnc,"9:30 hogya
"
Rishav Ranaut(MnC) Roommate,"chal
"
Ashish Mnc,"Aaja Niche hu
"
-- Raja,"Samjh gya mai...tum logo k sath majak nehi karna chahiye...yehi last tha
"
Manisha Jaishwal Mnc,"abe chill tum bol skte aur mai nhi
"
Abhishek MnC,"Aree mujhe v batao koi😂
"
Abhishek MnC,"Raja dusri baar hurt hua tumse.😂
"
-- Raja,"Raja left the group
"
Lucky MnC,"aise kaise.. iss baar raja revenge lega.. jaise sethji se liya tha
"
-- Raja,"You deleted this message
"
Abhishek MnC,"Jaisa seth ji se liya tha...🌚
"
-- Raja,"@919123870910 kab Jana hai?
"
Asutosh MnC,"Kaha?
"
Manisha Jaishwal Mnc,"kl
"
Asutosh MnC,"Kaha?
"
Manisha Jaishwal Mnc,"Puja
"
Asutosh MnC,"Ekdum sabere sabere
"
Asutosh MnC,"Sab taiyaar jaldi ho jaana
"
Ashish Mnc,"Couple hunting pr bhi chalna hai kya raat me?
"
-- Raja,"Time?
"
-- Raja,"10 a.m
"
Sovan MnC,"<Media omitted>
"
Souvik IIT Patna MnC,"Barite keu gaan sekhe?
"
Sovan MnC,"Ami r vai guitar
"
Souvik IIT Patna MnC,"Ohooooo
"
Souvik IIT Patna MnC,"Jiooooo
"
Lucky MnC,"<Media omitted>
"
Sovan MnC,"Chalo rat ko harin dhundte hai
"
Sovan MnC,"Hiran matlb
"
Manisha Jaishwal Mnc,"Soo jao tum best option
"
Lucky MnC,"1 reply krunga.... BP ka patient jaaogi🙂
"
Manisha Jaishwal Mnc,"get lost
"
Lucky MnC,"i'm already lost in her memories😌
"
Abhishek MnC,"Dont worry you will lost in her too🌚
"
"Sujit MNC Das(Patna, Howrah)","<Media omitted>
"
Suraj Kumar,"Lucky bhai tum kha h
"
Lucky MnC,"hostel ki bkchodi se durr
"
Suraj Kumar,"Bhai bakchodi kar yha pe toda tnson khtm hota h
"
Lucky MnC,"i hope same for u with ur crush😌
"
Lucky MnC,"uske saath rehne k liye.. ye sb chhod diya bhai
"
Abhishek MnC,"Bsdiwala lucky😂
"
Manisha Jaishwal Mnc,"tb toh tmhe MnC bhi chodna pdega
"
Lucky MnC,"shuru kisne kiya😂
"
Suraj Kumar,"<Media omitted>
"
Abhishek MnC,"Wo chhodega...automatic m chhut jaunga😂
"
Manisha Jaishwal Mnc,"Lucky khush
"
Lucky MnC,"DL, NLP nhi mila tha..  tb waise hi sb clg chhodne ki baat kr rhe the.. mnc phir kya hi hai😂
"
Souvik IIT Patna MnC,"Kya kaand ho gaya thaa us waqt 🤣🤣🤣🤣🤣🤣
"
Lucky MnC,"meri khushi toh tumhari roommate hai😌
"
Lucky MnC,"I unable to forget those moments in fest.. when she looked at me with her puppy eyes and asked.. *lucky I need water*
"
Souvik IIT Patna MnC,"Mujhe bhi milna hai tumhari roommate se @917903412729
"
Ashish Mnc,"Water💦
"
Abhishek MnC,"Hawasi sla..😂
"
Manisha Jaishwal Mnc,"Shreya ka number do toh
"
Ashish Mnc,"Tu krega mil kr 
Shreya pr dhyan de tu
"
Souvik IIT Patna MnC,"Mujhe aise koi puchti na, usko uske ghutno ke bal bithake pani pila deta
"
Lucky MnC,"bsdk.. Pehle uss himanshu ko thikana laga smjha.. bengali log har jagah muh maarte rhenge.. Kuch hamare liye bhi chhod do
"
Ashish Mnc,"Tujhe kyu dega
"
Manisha Jaishwal Mnc,"aur pani mai aur Shokti le k aaye
"
Abhishek MnC,"Mt dena @919830608824 try marne lagegi😂
"
Ashish Mnc,"😂
"
Souvik IIT Patna MnC,"Areee areee nahi 🤣🤣🤣🤣
"
Souvik IIT Patna MnC,"Too deep
"
Souvik IIT Patna MnC,"Tumlog galat soch rahe ho... Mujhe bass dosti karni hai
"
Manisha Jaishwal Mnc,"Shreya pr??
"
Lucky MnC,"haan aajkal iss possibility ko ignore nhi kiya jaa skta😌
"
Ashish Mnc,"Manisha ki ek aur dost hai Megha 
Usse krle😂
"
Souvik IIT Patna MnC,"Bengali kaku's are in high demand
"
Lucky MnC,"gf ko chutiya banana... hume nhi
"
Ashish Mnc,"😂
"
Lucky MnC,"machhli pakadne k liye <This message was edited>
"
Souvik IIT Patna MnC,"Dono se hi karunga phir
"
Abhishek MnC,"Swal puchh ke ..joke.ko ganda kr deti h
"
Ashish Mnc,"Vo ek hi kaafi hai Bhai
"
Abhishek MnC,"<Media omitted>
"
Souvik IIT Patna MnC,"Manisha ekdin apne dosto ko mujhse bhi milao
"
Souvik IIT Patna MnC,"Kya sukha sukha mera campus ka zindagi kat raha hai
"
Lucky MnC,"Tu campus mein rehta bhi hai
"
Ashish Mnc,"Nhi milayegi bekar dost hai
"
Manisha Jaishwal Mnc,"MnC walo ne bigad diya tumhe ... ek din mere ko bda bol rha tha yrr meri wali bhut achi h aur aaj dekho
"
Lucky MnC,"Dost achhe hai.. Ye bekaar hai🙂
"
Ashish Mnc,"Ha vahi bol rha hu
"
Manisha Jaishwal Mnc,"uska asli campus Kolkata h
"
Manisha Jaishwal Mnc,"IIT KGP lena tha adm
"
Abhishek MnC,"This message was deleted
"
Souvik IIT Patna MnC,"Wo dosti karwayegi toh campus mein hi zyada rahunga
"
Lucky MnC,"bigaada kaha hai.. yhi uska asli talent hai..
"
Ashish Mnc,"😂
"
Lucky MnC,"krwa dena megha se😌
"
Rishav Ranaut(MnC) Roommate,"bhai acha kia DL ni lia
"
Souvik IIT Patna MnC,"Galat samajh rahi ho... Mujhe sirf dosti karni hai
"
Souvik IIT Patna MnC,"☹️☹️☹️
"
Ashish Mnc,"Tumhare liye perfect hai Megha @919830608824
"
Manisha Jaishwal Mnc,"bs yrr sb bekar h MnC me
"
Lucky MnC,"aur phir uss dosti k faayde uthaane hai😌
"
Manisha Jaishwal Mnc,"kahe
"
Ashish Mnc,"Ye kutta sb kyu Valentine day se phle celebration start krdiye😂
"
Rishav Ranaut(MnC) Roommate,"dimag kharab krdia
"
Manisha Jaishwal Mnc,"bs yrr smjh gyi mai
"
Souvik IIT Patna MnC,"Aise 1 mahina, 15 din ghar nahi reh pata sayad...
"
Souvik IIT Patna MnC,"IITP is the best IIT
"
Souvik IIT Patna MnC,"Please @917903412729 ... Tum mai apna bhagwan manunga
"
Lucky MnC,"ye bolne k baad bhi wo dosti nhi karwaayegi
"
Manisha Jaishwal Mnc,"padho yrr Placement lena h ldki nhi
"
Rishav Ranaut(MnC) Roommate,"number mil to gya tereko
"
Rishav Ranaut(MnC) Roommate,"baat kr na
"
Souvik IIT Patna MnC,"Can you please say it in English...? Mexican bhi chalega
"
Ashish Mnc,"Uska ho chuka hai placements
Ab to dosti krwado Uska Megha se
"
Rishav Ranaut(MnC) Roommate,"mood swings khtrnak h tumhare ..kaise khush rehta wo
"
Manisha Jaishwal Mnc,"abe re Shreya ka number nikalo guys ss send hoga
"
Abhishek MnC,"Gift karna h kya kuchh🌚
"
Rishav Ranaut(MnC) Roommate,"🤣🤣
"
Manisha Jaishwal Mnc,"padhi se bahar nikl jaye tb n
"
Rishav Ranaut(MnC) Roommate,"hein?
"
Souvik IIT Patna MnC,"Ladki nahi mili toh placement leke kya bhi karu
"
Ashish Mnc,"Iska Jo wo hoga uska bhi mood aise hi swing hota hoga
"
Rishav Ranaut(MnC) Roommate,"sahi baat😂
"
Rishav Ranaut(MnC) Roommate,"H(r)ussian
"
Manisha Jaishwal Mnc,"abe kro n dosti sbse kro maine thodi roka h ... number bhi de dungi
"
Souvik IIT Patna MnC,"Naaa munna
 naaa... Tu acchi dost hai na!!! Aisa nahi bolte...
"
Manisha Jaishwal Mnc,"hai toh ldki tumhare pas
"
Lucky MnC,"kbhi iska BF toh mil jaaye.. 10 min mein pata chal jayega.. kitna harami banda set kr k rkhi hai ye😂
"
Lucky MnC,"sahi baat hai
"
Ashish Mnc,"Mujhe bhi yhi lgta hai😂
"
Abhishek MnC,"Wo v feminist hoga
"
Manisha Jaishwal Mnc,"already pta h mujhe ... sb pta h ki ldke kitne ache hote
"
Rishav Ranaut(MnC) Roommate,"ham sab kitne ache hain
"
Ashish Mnc,"Tbhi Jodi bni hogi 
Nhi to possible hi nhi hota
"
Abhishek MnC,"Exactly 😂
"
Abhishek MnC,"Aree sla..😂
"
Manisha Jaishwal Mnc,"opposite pole attracts
"
Abhishek MnC,"Saraa college chhan chuka h tu😂
"
Lucky MnC,"jaa re.. maine aadhe hostel se dosti aise hi nhi ki hai.. puri zindgi laundo k bich nikl gyi😂
"
Ashish Mnc,"NSIT ke ladko aur IIT ke ladko me farak hota
"
Abhishek MnC,"Kaha isara h tumhara...😂
"
Rishav Ranaut(MnC) Roommate,"islie to tang hogya hu is prajaati se
"
Manisha Jaishwal Mnc,"maine kb bola ki acha h vo mai toh bol hi rhi sb ek jaise hote
"
Lucky MnC,"korean ladka.. bihari ladki
"
Abhishek MnC,"Ek jaise honge tabhi to ladke h ...ni to khair jaane do
"
Manisha Jaishwal Mnc,"NSIT ka nhi h
"
Ashish Mnc,"Kaha ka hai?
"
Souvik IIT Patna MnC,"Aree wo toh Ghar pe hai 🥲
"
Lucky MnC,"ek jaisa nhi hota toh jyada dikkat ki baat hoti😂
"
Ashish Mnc,"Aaj tu bta hi de kitna achcha hai tera BF
"
Manisha Jaishwal Mnc,"mtlb bkchodi me sb ek jaise hote
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Lucky MnC,"photo dikhwao bhai.. 😌
"
Ashish Mnc,"Bakchodi ka bhi level hota sbka 😂
"
Manisha Jaishwal Mnc,"ye raaz ... raaz hi rhega
"
Souvik IIT Patna MnC,"Ladke... Dil ke sacche ✊🏻
"
Rishav Ranaut(MnC) Roommate,"isme moothi kyun hai
"
Lucky MnC,"wahi toh.. mai bhi toh jaanu.. BF bnne ka kya standard follow krna padhta hai😂
"
Ashish Mnc,"Relationship na hua India ka security issue hogya
"
Manisha Jaishwal Mnc,"@919830608824 bta dega tumko ... contact kro isko
"
Ashish Mnc,"😂
"
Lucky MnC,"aur iss mohtarma ko sbke raaz jaanne hai.. Dekh rhe feminist mentality.. kaha gyi gender equality
"
Rishav Ranaut(MnC) Roommate,"agreeing
"
Ashish Mnc,"➕➕➕➕➕➕➕
"
Lucky MnC,"Mujhe girls point of view jaan na hai.. ladko mein toh bahut hai batane waale
"
Ashish Mnc,"Pakka feminist hai ye yaar
"
Manisha Jaishwal Mnc,"ek ldki pure MnC pr bhari
"
Abhishek MnC,"@917905298719 bhari tension me lg rha h bhai😂
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Abhishek MnC,"<Media omitted>
"
Souvik IIT Patna MnC,"It's a long process... There are some steps you should follow very minutely
"
Ashish Mnc,"Kis baat se?
"
Manisha Jaishwal Mnc,"beh re
"
Lucky MnC,"tu bf k liye hogi bhaari.. humare liye na hai😂
"
Rishav Ranaut(MnC) Roommate,"40 kilo to h ye
"
Manisha Jaishwal Mnc,"tumhare interview se jda long process nhi hoga
"
Lucky MnC,"Bsdk.. picards iteration mt bata idhar
"
Ashish Mnc,"Kya mtlb iska BF 30 kilo ka hai😂
"
Lucky MnC,"apni baat pe beh re.. aur dusro ki baat pe batao re
"
Ashish Mnc,"Equality naam ki chiz hi nhi hai ladkiyo me
"
Ashish Mnc,"Aajkal ke padhe likhe ladkiyon me
"
Lucky MnC,"aree apne benefit dekh kr.. equality ka game khelengi
"
Ashish Mnc,"Itna sach nhi bolna tha😂
"
Rishav Ranaut(MnC) Roommate,"more selfish
"
Lucky MnC,"5-10 aur ladkiya honi chahiye thi mnc mein.. sabka BP high krne mein maza aata bhai😂 <This message was edited>
"
Rishav Ranaut(MnC) Roommate,"🤣🤣 bechari
"
Ashish Mnc,"Ek ko roast krne me maza nhi tarash aata😂
"
Lucky MnC,"wahi na.. mai pura girls hostel ko roast krta..
"
Lucky MnC,"Kam se kam naam toh hota udhar🤣
"
Ashish Mnc,"Lord lavkesh
"
Rishav Ranaut(MnC) Roommate,"""Happy Valentine's Day, my dear friends! Wishing you all a day filled with love, laughter, and cherished moments with those who mean the most to you. Whether you're celebrating with a partner, friends, or family, know that you are loved and appreciated. Here's to friendship and spreading love every day! 💕""
"
Manisha Jaishwal Mnc,"bakcodi na kro ab ja k padho likho MnC ka naam ucha kro
"
Ashish Mnc,"Nescafe aajao sethji coffee pila rhe
"
Manisha Jaishwal Mnc,"shi me??
"
Ashish Mnc,"Tum padho likho yaar
"
Ashish Mnc,"Jo padh nhi rha uske liye hai
"
Lucky MnC,"sonam naam tha uska, zindagi jahannum bana k chale gyi

diya naam tha uska, haath mein diya dekar chale gyi

seema naam tha uska, seema k uss paar chale gyi

kavita naam tha uska, shaayar banake chale gyi

debjani naam tha uska, haani pahucha kar chale gyi

bhavna naam tha uska, bhavnao k saath khel kar chale gyi

aarti naam tha uska, totka kar ke chale gyi

anisha naam tha uska, haath mein batasha dekar chale gyi

sakshi naam tha uska, pata nahi kise sakshi maan baithi

megha naam tha uska, zindgi mein aag laga kar chale gyi

rashmi naam tha uska, rasmalai khaa k chale gyi

siya naam tha uska, see off kar k chale gyi

shambhavi naam tha uska, zindgi asambhav kar k chale gyi

anjali naam tha uska, shradhhanjali dekar chale gyi
"
Ashish Mnc,"Manisha nhi aati kya ladkiyon me
"
Manisha Jaishwal Mnc,"bs yrr Lucky ye kya kr rha h tu
"
Suraj Kumar,"Abe ee kya tha
"
Suraj Kumar,"<Media omitted>
"
Abhishek MnC,"Ye leak ni hona chahiye😂
"
Sovan MnC,"Talont
"
Ashish Mnc,"Mast baarish horhi
"
Ashish Mnc,"Valentine day kharab hogya bhuto ka😂
"
Lucky MnC,"mnc mein koi ladki nhi hai
"
Lucky MnC,"bol hi toh rha.. set krwa de.. mera mnc group mein bkchodi bnd ho jaayega😌
"
Ashish Mnc,"https://music.youtube.com/watch?v=8uJ-wOljP_s&si=DNMFyzwLzKkdFQ_Z
"
Ashish Mnc,"@918839279483
"
Lucky MnC,"😭😭😭
"
Lucky MnC,"ab toh mausam ko bhi mera akelapan dekh rona nhi ruk rha hai🥲
"
Ashish Mnc,"Tera to abhi relationship bhi nhi hua 
Break-up ka RR kyu kr rha abhi se
"
Ashish Mnc,"😂
"
Abhishek MnC,"Tera to abhi relationship v ni hua ....was too personal 😂
"
Ashish Mnc,"Are nhi nhi yaar 😂
"
Lucky MnC,"meri waali jis din milegi na phir batata hu couple goal kya hota.. bsdwaalo🥲
"
Ashish Mnc,"All the best 👍
"
"Sujit MNC Das(Patna, Howrah)","<Media omitted>
"
Asutosh MnC,"https://youtu.be/DFXeJkksSC4?si=wfsElpD-YWtz0Q5q
"
Sovan MnC,"There are a few issues which I think all of you should know .

First of all, Puja will begin at 11  and that is final...since the Puja muhurt is only till 12 noon , we have to end the Puja by 12 noon. 

However, since it's a working day and we're not allowed to carry on community events outside of the hostel areas during working hours , PIC  mailed regarding 1  for the official records so that there are no issues or questions raised later on.

Conclusively, we begin the Puja by 11  and I request all of you to please circulate this message by unofficial means such as whatsapp groups.
"
Ashish Mnc,"Subah se dekh rha hu titaliyan kuch jyada hi udd rhi hai
"
Ashish Mnc,"bhawaro ke saath😂
"
Ashish Mnc,"Kon chal rha 11 bje SAC? <This message was edited>
"
Suraj Kumar,"<Media omitted>
"
Asutosh MnC,"<Media omitted>
"
Lucky MnC,"<Media omitted>
"
Ashish Mnc,"Zomato ke pass lgta hai tere calls aur messages ka access hai
"
Sovan MnC,"<Media omitted>
"
Asutosh MnC,"Valentine day ke din department sign nahi lagta hai kya?
"
Manisha Jaishwal Mnc,"abe lgta h
"
Manisha Jaishwal Mnc,"jao
"
Asutosh MnC,"5:30 baje office band ho jata hai na
"
Sovan MnC,"Wireless attendance link jugad lagao
"
Asutosh MnC,"QR Aaj nahi diya hai
"
Asutosh MnC,"Attendance sirf register par ho raha hai
"
Sovan MnC,"Tum ho class me?
"
Asutosh MnC,"Mushkil se 20 aadmi hai
"
Asutosh MnC,"Sabka attendance nhi laga paaenge
"
Sovan MnC,"Relax boyZ
"
Asutosh MnC,"5 cs se hai 1 hum hai aur baaki b.tech hai
"
Sovan MnC,"Laga do kuch nhi hoga
"
Asutosh MnC,"Kal bhi nahi laga hai
"
Asutosh MnC,"Jaisa hum logo ka aadat hai
Jald he chudne wale hai
"
Asutosh MnC,"Aaj toh department mein bhi sign nhi hua
"
Asutosh MnC,"https://forms.gle/8A1fzyzG1H8WBekz6
"
Manisha Jaishwal Mnc,"Kr kya rhe ho MnC walo 🤣🤣
"
Abhishek MnC,"Sabko govn job chahiye..😂
"
Manisha Jaishwal Mnc,"@918839279483 kidhr ho Attendance ka kya hua??
"
Mintu MnC,"Lucky abhi leave pe h
"
Manisha Jaishwal Mnc,"Jaa
"
Manisha Jaishwal Mnc,"Hmara kya hoga
"
Abhishek MnC,"Lkn aaj q?🌚
"
Mintu MnC,"Sob class karne chalega abb aur kya
"
Abhishek MnC,"<Media omitted>
"
Lucky MnC,"thik hai, thik hai.. kal se jaa rha saara class, dept.. 

mera janam proxy lagane k liye hi hua hai.. 

ye pyaar mohabbat naa hai mere naseeb mein..
"
Mintu MnC,"Bohut ho giya rest ...
"
Manisha Jaishwal Mnc,"Single walo ka attendance lga do
"
Manisha Jaishwal Mnc,"Bakiyo ka rhne dena🤣🤣
"
Mintu MnC,"Maine abhi Tak nehi dekha MnC whole Wireless and NLP class kar giya the
"
Manisha Jaishwal Mnc,"Chlte h kl
"
Manisha Jaishwal Mnc,"Sb k sb
"
Lucky MnC,"thik tera, raja, sovan, souvik, mintu  dhruv, intaj, ashu, rishav, sujit, suraj, shakti, ashish, sethji, abhishek, prolay ka chhod dunga
"
Manisha Jaishwal Mnc,"Areh yrr🤣🤣
"
Abhishek MnC,"<Media omitted>
"
Lucky MnC,"agr sbka yhi reality hai, toh ghanta mai nhi kr rha shaadi... ye gola hi chhod dunga bc...
"
Lucky MnC,"aree mughalsarai k ghar jamaai hai aap🙏🙏
"
Abhishek MnC,"Ek din sab achha ho jayega..😌
"
Rishav Ranaut(MnC) Roommate,"last class kab gyi ho
"
Manisha Jaishwal Mnc,"kl jaungi
"
Rishav Ranaut(MnC) Roommate,"nhi gyi to red pen lga dege dept me
"
Lucky MnC,"sala mood acha tha.. socha sbka proxy lagaunga class mein dept mein kal se.. phir raja ka status dekh liya.. ab ghanta bhi nhi laga rha kisi ka..
"
Abhishek MnC,"Tu akela ni h jisko dekh ke jalan hua h ...🌚 ifykyk
"
Lucky MnC,"maa chudaye.. mai nhi lga rha kisi ka.. sb ka scene hai.. sb chhupa k rkhe hai.. aur phir single life best, single life best.. gyaan pelenge.. lauda khud follow krlo phir bole dusre ko
"
Suraj Kumar,"<Media omitted>
"
Abhishek MnC,"Karega bakchodi
"
Suraj Kumar,"🙏
"
Sovan MnC,"Koi jayega puja mai 7 baje?
"
Sovan MnC,"<Media omitted>
"
Sovan MnC,"<Media omitted>
"
Shakti Singh Mnc,"जय श्री राम 🚩
"
Shakti Singh Mnc,"तिलक देख रहे हो सभ का
"
dhruv MnC,"mnc …supports bajrang dal🚩
"
Shakti Singh Mnc,"@918839279483 हमारा नेता है
"
Sovan MnC,"2 din se room se nhi nikla
"
Shakti Singh Mnc,"नेता खुद काम नहीं करते है..... कार्यक्रता करते हैं।
"
Shakti Singh Mnc,"😅
"
Lucky MnC,"yhi cheez toh bol rha tha mai.. Saale khud gf rkhenge.. phir bolenge bajrang dal support krte hai
"
Lucky MnC,"Krega bkchodi
"
Manisha Jaishwal Mnc,"Dekhte nhi ho idhr udhr mai hello boli ignore kr diya
"
